quarter,industry1,industry2,industry3,recruitment_rate,resignation_rate
2011-Q2,services,financial and insurance services,insurance services,3.5,2
2011-Q2,services,real estate services,real estate services,4.2,3.5
2011-Q2,services,professional services,"legal, accounting and management services",2.6,2
2011-Q2,services,professional services,architectural and engineering services,2.9,1.9
2011-Q2,services,professional services,other professional services,2.7,2
2011-Q2,services,administrative and support services,security and investigation,5.4,4.6
2011-Q2,services,administrative and support services,cleaning and landscaping,5.2,4.8
2011-Q2,services,administrative and support services,other adminstrative and support services,4,2.9
2011-Q2,services,"community, social and personal services",public administration and education,1.1,0.8
2011-Q2,services,"community, social and personal services",health and social services,2.7,1.4
2011-Q2,services,"community, social and personal services","arts, entertainment and recreation",2.9,2.3
2011-Q2,services,"community, social and personal services","other community, social and personal services",2.8,2.7
2011-Q2,others,others,others,2.3,1.6
2011-Q3,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3.5,3
2011-Q3,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",2.1,2.1
2011-Q3,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.5,0.9
2011-Q3,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",2.3,1.8
2011-Q3,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",2.1,1.7
2011-Q3,manufacturing,transport equipment,transport equipment,2.4,1.4
2011-Q3,manufacturing,other manufacturing industries,other manufacturing industries,2.1,1.9
2011-Q3,construction,construction,construction,2.9,1.8
2011-Q3,services,wholesale and retail trade,wholesale trade,3,2.1
2011-Q3,services,wholesale and retail trade,retail trade,4.2,4
2011-Q3,services,transportation and storage,land transport and supporting services,2.9,1.9
2011-Q3,services,transportation and storage,water transport and supporting services,2.6,1.5
2011-Q3,services,transportation and storage,air transport and supporting services,1.7,1.2
2011-Q3,services,transportation and storage,other transport and storage services,3.3,2.5
2011-Q3,services,accommodation and food services,accommodation,4.1,3.1
2011-Q3,services,accommodation and food services,food and beverage services,5.1,4.6
2011-Q3,services,information and communications,"telecommunications, broadcasting and publishing",2.6,1.8
2011-Q3,services,information and communications,it and other information services,3.7,2.4
2011-Q3,services,financial and insurance services,financial services,2.8,1.6
2011-Q3,services,financial and insurance services,insurance services,3.5,2
2011-Q3,services,real estate services,real estate services,3.8,3.3
2011-Q3,services,professional services,"legal, accounting and management services",3.8,2.3
2011-Q3,services,professional services,architectural and engineering services,3,1.6
2011-Q3,services,professional services,other professional services,3.4,2.3
2011-Q3,services,administrative and support services,security and investigation,6,4.3
2011-Q3,services,administrative and support services,cleaning and landscaping,4.7,4.2
2011-Q3,services,administrative and support services,other adminstrative and support services,4.8,3
2011-Q3,services,"community, social and personal services",public administration and education,1.8,0.8
2011-Q3,services,"community, social and personal services",health and social services,2.4,1.5
2011-Q3,services,"community, social and personal services","arts, entertainment and recreation",3,2
2011-Q3,services,"community, social and personal services","other community, social and personal services",3.3,2.7
2011-Q3,others,others,others,2.3,2
2011-Q4,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",2.9,2.3
2011-Q4,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",1.7,1.5
2011-Q4,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.1,0.8
2011-Q4,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",1.6,1.3
2011-Q4,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",1.4,1.2
2011-Q4,manufacturing,transport equipment,transport equipment,1.5,1.1
2011-Q4,manufacturing,other manufacturing industries,other manufacturing industries,1.7,1.3
2011-Q4,construction,construction,construction,3,1.6
2011-Q4,services,wholesale and retail trade,wholesale trade,2.5,1.8
2011-Q4,services,wholesale and retail trade,retail trade,5.4,3.6
2011-Q4,services,transportation and storage,land transport and supporting services,2.1,1.2
2011-Q4,services,transportation and storage,water transport and supporting services,1.6,0.9
2011-Q4,services,transportation and storage,air transport and supporting services,1.7,0.9
2011-Q4,services,transportation and storage,other transport and storage services,2.6,1.9
2011-Q4,services,accommodation and food services,accommodation,2.9,2.2
2011-Q4,services,accommodation and food services,food and beverage services,5.9,4.4
2011-Q4,services,information and communications,"telecommunications, broadcasting and publishing",2.6,1.5
2011-Q4,services,information and communications,it and other information services,3,1.7
2011-Q4,services,financial and insurance services,financial services,1.7,1.1
2011-Q4,services,financial and insurance services,insurance services,2.3,1.6
2011-Q4,services,real estate services,real estate services,3.8,2.6
2011-Q4,services,professional services,"legal, accounting and management services",2.9,1.7
2011-Q4,services,professional services,architectural and engineering services,2.3,1.3
2011-Q4,services,professional services,other professional services,2.4,1.9
2011-Q4,services,administrative and support services,security and investigation,6,4.7
2011-Q4,services,administrative and support services,cleaning and landscaping,4.9,4
2011-Q4,services,administrative and support services,other adminstrative and support services,3.2,2.3
2011-Q4,services,"community, social and personal services",public administration and education,0.9,0.5
2011-Q4,services,"community, social and personal services",health and social services,2,1.1
2011-Q4,services,"community, social and personal services","arts, entertainment and recreation",3,1.5
2011-Q4,services,"community, social and personal services","other community, social and personal services",2.7,2.1
2011-Q4,others,others,others,1.7,1.3
2012-Q1,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",3,2.5
2012-Q1,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",2.6,2.3
2012-Q1,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",1.9,1
2012-Q1,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",2.1,1.8
2012-Q1,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",1.8,1.8
2012-Q1,manufacturing,transport equipment,transport equipment,1.4,1.2
2012-Q1,manufacturing,other manufacturing industries,other manufacturing industries,2.1,2.1
2012-Q1,construction,construction,construction,3,1.9
2012-Q1,services,wholesale and retail trade,wholesale trade,2.8,2.4
2012-Q1,services,wholesale and retail trade,retail trade,4.7,4.9
2012-Q1,services,transportation and storage,land transport and supporting services,2.5,1.5
2012-Q1,services,transportation and storage,water transport and supporting services,1.7,1.4
2012-Q1,services,transportation and storage,air transport and supporting services,1.8,1
2012-Q1,services,transportation and storage,other transport and storage services,2.8,2.5
